ISIN,WKN,MarketingName,EDVKuerzel,PRIMARY_RIC,LupoxGruppe,KVNR,ListingXSTU,PROFILNAME,ListingTradeRebel
JP3046230003,A0JC7G,Japan Logistics Fund Inc.,8UT,8UT,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3046420000,A0KFLG,Japan Excellent Inc.,81L,81L,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3046500009,A0M5Y3,Industrial & Infrastructure Fund Investment Corporation,2ES,2ES,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3048110005,A14Z3K,Nomura Real Estate Mast.Fd Inc.,8BQ,8BQG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3048370005,A2DQB7,Mirai Corp.,837,837,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3100800006,864697,Aica Kogyo Co. Ltd.,R5Y,R5Y,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3102000001,863680,Aisin Seiki Co. Ltd.,AKN,DC9,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3104890003,A0NFRJ,TIS Inc.,4HO,3626,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3105040004,908364,Aiful Corp.,AAU,8515,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3105220002,A0NEU2,Seven Bank Ltd.,0S7,0S7,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3108600002,887795,Acom Co. Ltd.,AK5,8572,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3110650003,A0B6JK,Asahi Intecc Co. Ltd.,6XT,6XT,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3111200006,857993,Asahi Kasei Corp.,ASAA,3407,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3112000009,853783,Asahi Glass Co. Ltd.,SHJ,5201,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3116000005,853764,Asahi Group Holdings Ltd.,ABW,2502,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3117700009,A1W9Q3,Mebuki Financial Group,5EE,5EE,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3118000003,860398,ASICS Corp.,ASI1,7936,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3119600009,853681,Ajinomoto Co. Inc.,AJI,2802,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3121970002,A0M7G6,Adways Inc.,A02,A02,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3122400009,868805,Advantest Corp.,VAN,6857,AF,6166,1,Z_ASIA_Liq2_TG,1
JP3122800000,858465,Amada Holdings Co. Ltd.,AA2,AA2,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3126130008,916069,Universal Entertainment Corp.,RUZ,6425,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3126330004,920376,Alpha Systems Inc.,AN5,4719,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3126400005,856461,Alps Electric Co. Ltd.,ALE,6770,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3127700007,779518,AnGes Inc.,AJW,4563,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3128800004,857730,Anritsu Corp.,AN1,AN1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3131090007,A1W6W5,Iida Group Holdings Co. Ltd.,IIO,IIO,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3131400008,896037,AEON Financial Service Co. Ltd.,67J,67J,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3134800006,854347,IHI Corp.,IWJ,7013,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3137200006,858329,ISUZU Motors Ltd.,ISU,7202,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3142500002,A0LB29,Idemitsu Kosan Co. Ltd.,I7B,5019,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3143600009,855471,Itochu Corp.,IOC,8001,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3144000001,864350,Itochu Enex Co. Ltd.,96P,96P,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3148800000,854866,Ibiden Co. Ltd.,IBI,4062,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3151600008,851298,Iwatani Corp.,IWA,8088,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3152740001,580665,ABC-Mart Inc.,5B8,5B8,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3152750000,925295,GMO Internet Inc.,IQ3,9449,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3152820001,A0ERP8,Internet Initiative Japan Inc.,I6I,3774,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3158800007,859490,Ube Industries Ltd.,UBE,4208,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3160400002,855526,Eisai Co. Ltd.,EII,4523,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3160740001,894693,H.I.S. Co. Ltd.,HIZ,9603,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3161200005,862901,Ezaki Glico Co. Ltd.,5EJ,5EJ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3162600005,874794,SMC Corp.,QMC,6273,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3163420007,A2N6WF,SBI Insurance Group Co. Ltd.,EEW,EEW,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3164470001,570272,Edion Corp.,9H2,9H2,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3164630000,887293,Square Enix Holdings Co. Ltd.,EI4,9684,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3164720009,812960,Renesas Electronics Corp.,NEN,6723,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3165000005,A1CTAF,Sompo Holdings Inc.,ANK,8630,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3165600002,854088,NTN Corp.,NTN,6472,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3166000004,858656,Ebara Corp.,EAR,6361,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3167500002,932299,Leopalace21 Corp.,MQI,8848,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3168200008,A0LFDS,Elecom Co. Ltd,9EL,9EL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3172500005,878667,Autobacs Seven Co. Ltd.,AB6,9832,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3173540000,A1W458,Open House Co. Ltd.,O4H,O4H,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3174410005,859846,Oji Holdings Corp.,OJI,3861,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3180400008,858464,Osaka Gas Co. Ltd.,OSA,9532,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3183200009,A0B9K6,"Japan Exchange Group, Inc.",OSK,OSKG,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3188200004,502503,Otsuka Corp.,OTK,4768,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3188220002,A1C9KC,Otsuka Holdings Company Ltd.,OS1,4578,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3190000004,858426,Obayashi Corp.,OBA,OBAG,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3194000000,857207,Oki Electric Industry Co. Ltd.,OKI,OKIG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3194650002,906406,Okinawa Cellular Telephone Co.,OCU,9436,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3197600004,859650,ONO Pharmaceutical Co. Ltd.,ON4,4528,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3197800000,856877,Omron Corp.,OMR1,6645,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3200450009,851769,ORIX Corp.,OIX,8591,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3201200007,856840,Olympus Corp.,OLY1,OOPT,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3205800000,857031,Kao Corp.,KAO,4452,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3206000006,A0B6VG,Kakaku.com Inc.,KKC,KKC,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3206200002,873874,Kaga Electronics Ltd.,9V2,9V2,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3208200000,864681,Kagome Co. Ltd.,5EW,5EW,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3209000003,859901,Casio Computer Co. Ltd.,CAC1,6952,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3210200006,857003,Kajima Corp.,KAJ,KAJG,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3215800008,857863,Kaneka Corp.,KKA,4118,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3218900003,886135,Capcom Co. Ltd.,CPK,9697,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3220580009,A1JH47,Calbee Inc.,9CB,9CB,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3223800008,862868,Kawasaki Kisen Kaisha Ltd.,KLI1,9107,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3224200000,858920,Kawasaki Heavy Industries Ltd.,KHE,7012,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3228600007,853264,The Kansai Electric Power Co. Inc.,KPO,9503,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3230600003,862928,Kandenko Co. Ltd.,5EY,5EY,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3233250004,A14Z8K,Japan Post Insurance Co. Ltd.,4JP,4JP,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3235900002,A0D8WH,GungHo Online Entertainment Inc.,G03,G03,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3236200006,874827,Keyence Corp.,KEE,6861,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3236330001,A2QB8W,Kioxia Holdings Corporation,KI5,KI5,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3240400006,856983,Kikkoman Corp.,KIK,2801,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3242800005,853055,Canon Inc.,CNN1,7751,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3244800003,862858,Kewpie Corp.,QPJ,2809,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3246400000,856180,Kyushu Electric Power Co. Inc.,2CJ,2CJ,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3247010006,A2ASC1,Kyushu Railway Company,KRH,KRH,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3249600002,860614,Kyocera Corp.,KYR,KYO,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3253900009,896181,Kyoritsu Maintenance,648,648,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3256000005,858523,Kyowa Hakko Kirin Co. Ltd.,KY4,4151,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3258000003,853682,Kirin Holdings Co. Ltd.,KIR,2503,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3263000006,859960,Kinden Corp.,109,109,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3266400005,857751,Kubota Corp.,KUO1,6326,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3266800006,603166,Kumagai Gumi Co. Ltd.,KUG1,1861,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3269600007,858272,Kuraray Co. Ltd.,KUY,3405,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3270000007,851119,Kurita Water Industries Ltd.,KWI,6370,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3274070006,A0RD8Z,GREE Inc.,V3U,3632,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3274400005,868395,Glory Ltd.,3O5,3O5,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3276400003,859182,Gunma Bank Ltd.,5F0,5F0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3277150003,888962,K's Holdings Corp.,KSD,KSDG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3283460008,A0RLRP,Koei Tecmo Holdings Co. Ltd.,85T,85T,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3283650004,931250,KOSE Corp.,49K,49K,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3286500008,A0DJ87,Mizuho Leasing Company Ltd.,LFB,LFB,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3289800009,858737,Kobe Steel Ltd.,KST,5406,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3293330001,A3EWFS,Kokusai Electric Corp.,69B,69B,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3294460005,A0JD4G,Inpex Corp.,I8U,1605,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3297000006,850889,Kokuyo Ltd.,KOK,KOK,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3298000005,A14Z3E,Cosmo Energy Holdings Co. Ltd.,2LW,2LW,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3300200007,870269,Konami Corp.,KOA,9766,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3300600008,857929,Konica Minolta Inc.,KPI1,4902,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3304200003,854658,Komatsu Ltd.,KOM1,KOMT,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3305530002,358654,COMSYS Holdings Corp.,CS7,CS7,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3309000002,860475,"PENTA-OCEAN CONSTRUCTION CO., LTD.",PO6,1893,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3311400000,936388,Cyberagent Inc.,CL2,4751,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3311490001,A3CM5S,Cybertrust Japan Co. Ltd.,5U2,5U2,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3311530004,A1XFZ0,Cyberdyne Inc.,8C4,8C4,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3320800000,851177,Sapporo Holdings Ltd.,SBW,2501,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3322930003,A0HGFA,Sumco Corp.,S3X,3436,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3326000001,861095,Sankyu Inc.,SNK,9065,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3326410002,887064,Sankyo Co.,SOK,6417,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3329600005,858419,Sanken Electric Co. Ltd.,XSK,6707,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3336000009,864318,Santen Pharmaceutical Co. Ltd.,SZD,4536,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3336400001,859579,Sanden Corp.,SOE1,SOE1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3336560002,A1WZT4,Suntory Beverage & Food Ltd.,7SN,7SN,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3343200006,866933,Sanrio Co. Ltd.,SJ8,8136,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3344400001,851742,Sanwa Holdings Corp.,XST,5929,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3347200002,855648,Shionogi & Co. Ltd.,SH0,4507,AF,6166,1,Z_ASIA_Liq2_TG,1
JP3351100007,897966,Sysmex Corp.,0YX,0YX,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3351600006,854002,Shiseido Co. Ltd.,SHD,4911,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3352400000,856503,Citizen Holdings Co. Ltd.,CTZ,7762,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3355400007,A12D58,Shift Inc.,7CZ,7CZ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3358000002,865682,Shimano Inc.,SHM,7309,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3358800005,857801,Shimizu Corp.,XSZ,1803,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3359600008,855383,Sharp Corp.,SRP,6753,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3360800001,565214,Hulic Co. Ltd.,87W,87W,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3362700001,862503,Mitsui O.S.K. Lines Ltd.,MILA,9104,AF,6166,1,Z_ASIA_Liq2_TG,1
JP3368000000,859554,Showa Denko K.K.,SWD,4004,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3371200001,859118,Shin-Etsu Chemical Co. Ltd.,SEH,4063,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3379550001,724563,JX Advanced Metals Corp.,BY8,BY8,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3379950003,A0BMJN,Shin Nippon Biomedical Laboratories Ltd.,YB3,2395,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3381000003,859164,Nippon Steel & Sumitomo Metal Corp.,NPS,NPS,AE,6166,0,Z_ASIA_Liq2_TG,0
JP3385820000,A0B9FC,GS Yuasa Corp.,G9Y,6674,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3385890003,A0EQZ2,GMO Payment Gateway Inc.,3RH,3RH,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3386030005,724564,JFE Holdings Inc.,JFR,5411,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3386410009,A0Q89Q,JVC Kenwood Corp.,JVC,JVC,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3386450005,A1CS9H,JXTG Holdings Inc.,JHJ,5020,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3386890002,A3ENZQ,Genda Inc.,A52,A52,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3388200002,863094,AEON Co. Ltd.,JUS1,8267,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3388450003,920339,Justsystems Corp.,JSY,4686,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3389660006,A1XEEQ,Japan Display Inc.,1J4,1J4,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3389900006,887715,Jafco Co. Ltd.,JAF,JAF,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3396350005,A0MMJB,Sky Perfect JSAT Holdings Inc.,SKM,9412,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3397060009,938979,Sugi Holdings Co. Ltd.,UGI,7649,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3397150008,A2DMGY,Sushiro Global Holdings Ltd.,2G0,2G0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3397200001,857310,Suzuki Motor Corp.,SUK,7269,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3399310006,A0M0A8,Start Today Co. Ltd.,SAR,SARG,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3400900001,857803,Sumitomo Osaka Cement Co. Ltd.,SU2,5232,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3401400001,853490,Sumitomo Chemical Co. Ltd.,SMM,4005,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3402600005,859470,Sumitomo Metal Mining Co. Ltd.,S19,5713,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3404200002,868271,Sumitomo Rubber Ind. Ltd.,108,108,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3404600003,860364,Sumitomo Corp.,SUMA,8053,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3405400007,859555,Sumitomo Heavy Industries Ltd.,SSM1,6302,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3407400005,857716,Sumitomo Electric Industries Ltd.,SMO,5802,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3409000001,855211,Sumitomo Realty & Development Co. Ltd.,RL2,8830,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3411000007,881259,Suruga Bank Ltd,URU,8358,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3414750004,471496,Seiko Epson Corp.,SE7,6724,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3415400005,863769,Seino Holdings Co. Ltd.,XSE,9076,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3417200007,A110N4,Seibu Holdings Inc.,0H9,0H9,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3419050004,A0B799,Sega Sammy Holdings Inc.,RYU,6460,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3419400001,855112,Sekisui Chemical Co. Ltd.,SUI,4204,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3420600003,850022,Sekisui House Ltd.,SPH1,1928,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3421100003,A0BK3K,Japan Petroleum Exploration Co.,JP9,1662,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3421800008,863529,Secom Co. Ltd.,XSC,9735,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3422950000,A0F7DY,Seven & I Holdings Co. Ltd.,S6M,3382,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3423800006,870772,Senko Group Holdings Co. Ltd.,7WE,7WE,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3429800000,861920,ANA Holdings Inc.,ANCA,9202,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3431300007,A0B7EK,Sosei Group Corp.,JSS,JSS,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3435000009,853687,Sony Group Corp.,SON1,SON1,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3435350008,A0M06N,Sony Financial Holding Inc.,8BZ,8BZ,AG,6166,0,Z_ASIA_Liq2_TG,0
JP3435750009,A0B8RE,M3 Inc.,4YC,4YC,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3436100006,891624,Softbank Group Corp.,SFT,9984,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3436120004,591037,SBI Holdings Inc.,ZOF,8473,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3436500007,A2DN9S,Solasia Pharma K.K.,9SO,9SO,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3443600006,857627,Taisei Corp.,TKK1,1801,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3448000004,859172,Pacific Metals Co. Ltd.,PYV,5541,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3449020001,858354,Taiheiyo Cement Corp.,TIE,5233,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3452000007,863428,Taiyo Yuden Co. Ltd.,TYC1,6976,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3456000003,853496,Takashimaya Co. Ltd.,DC9,8233,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3459600007,864062,Takara Shuzo,TAX,2531,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3460200003,A0DNGL,Takara Bio Inc.,TF2,4974,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3463000004,853849,Takeda Pharmaceutical Co. Ltd.,TKD,4502,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3465000002,851498,Tadano Ltd.,TN0,TN0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3475350009,A0F57T,Daiichi Sankyo Co. Ltd.,D4S,4568,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3476480003,A1CS49,Dai-Ichi Life Holdings Inc.,QHH,8750,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3481200008,A0DNH7,Metaplanet Inc.,DN3,DN3,AF,6166,1,Z_ASIA_Liq2_TG,1
JP3481800005,857771,Daikin Industries Ltd.,DKI,6367,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3485800001,863989,Daicel Corp.,9DC,9DC,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3486800000,878928,Daito Trust Construction Co. Ltd.,4D7,1878,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3493400000,864407,DIC Corp.,DPN,4631,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3493800001,856615,Dai Nippon Printing Co. Ltd.,DNP,7912,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3494600004,859619,Dainippon Screen Mfg. Co. Ltd.,DAO,7735,AF,6166,1,Z_ASIA_Liq3_noDETG,0
JP3495000006,858257,Sumitomo Dainippon Pharma Co.,DPM,4506,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3496400007,887603,KDDI CORP.,DIP,9433,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3497400006,857887,Daifuku Co. Ltd.,891,891,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3499800005,872699,Mitsubishi HC Capital Inc.,5B4,5B4,AG,6166,1,Z_ASIA_Liq2_TG,0
JP3500610005,766461,Resona Holdings Inc.,DW1,8308,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3502200003,857092,Daiwa Securities Group Inc.,DSE,8601,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3505000004,856805,Daiwa House Industry Co. Ltd.,DWH,1925,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3511800009,869440,Chiba Bank Ltd.,CBR,CBK,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3519400000,857216,Chugai Pharmaceutical Co. Ltd.,CUP,4519,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3526600006,853840,Chubu Electric Power Co. Inc.,0C2,9502,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3528600004,603165,Chiyoda Corp.,CYA,6366,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3538400007,868489,TOC Co. Ltd.,T3O,8841,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3538800008,857032,TDK Corp.,TDK,6762,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3539220008,A0B9FA,T & D Holdings Inc.,TZ6,8795,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3539250005,887915,THK Co. Ltd.,1TK,1TK,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3544000007,855254,Teijin Ltd.,TIJ,3401,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3546800008,867003,Terumo Corp.,TUO,4543,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3548610009,A0DQUH,Dena Co. Ltd.,D2N,D2N,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3548660004,A0KEPP,DCM Holdings Co. Ltd.,889,889,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3548740004,A0YB73,D. Western Therapeutics Institute Inc.,6DW,4576,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3549070005,591231,Digital Garage Inc.,DGK,DIGR,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3549600009,858463,"Denka Co., Ltd.",DIK,4061,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3551500006,858734,Denso Corp.,DNO,6902,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3551520004,763961,Dentsu Inc.,DEN,4324,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3555700008,905280,Towa Corp.,TWA,6315,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3560800009,862859,Tokai Carbon Co. Ltd.,7TC,5301,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3566800003,908593,Central Japan Railway Co.,JAP,9022,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3571400005,865510,Tokyo Electron Ltd.,TKY,8035,AE,6166,1,Z_ASIA_Liq2_TG,1
JP3573000001,855664,Tokyo Gas Co. Ltd.,TOG,9531,AE,6166,1,Z_ASIA_Liq2_TG,0
JP3574200006,864105,Tokyu Corp.,01T,9005,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3582600007,850796,Tokyo Tatemono Co. Ltd.,T6R,8804,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3583900000,A40S1G,Tokyo Metro Co. Ltd.,XO7,XO7,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3585800000,854307,Tokyo Electric Power Company Holdings Inc.,TPO,9501,AF,6166,1,Z_ASIA_Liq2_TG,0
JP3594000006,857990,Toshiba TEC Corp.,TECA,6588,AG,6166,1,Z_ASIA_Liq3_noDETG,0
JP3595200001,859557,Tosoh Corp.,TOS,4042,AF,6166,1,Z_ASIA_Liq2_TG,0
